,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Category,Age_Category
1073,462566,0,1,27,0,Doctor,1.0,Low,2.0,Cat_3,18-30
1074,462577,0,1,71,0,Marketing,0.0,High,2.0,Cat_4,71-80
1075,462578,1,1,35,1,Artist,9.0,Average,2.0,Cat_4,31-40
1076,462580,0,0,41,1,Artist,0.0,Low,1.0,Cat_4,41-50
1077,462584,0,1,39,0,Entertainment,0.0,Low,4.0,Cat_4,31-40
1078,462587,0,1,79,0,Lawyer,1.0,High,2.0,Cat_4,71-80
1079,462589,0,0,29,0,Engineer,9.0,Low,8.0,Cat_4,18-30
1080,462595,0,0,33,1,Artist,7.0,Low,7.0,Cat_4,31-40
1081,462596,0,0,31,0,Healthcare,0.0,Low,2.0,Cat_4,31-40
1082,462600,1,1,25,0,Engineer,4.0,Average,3.0,Cat_4,18-30
1083,462607,0,1,43,0,Engineer,2.0,Average,3.0,Cat_4,41-50
1084,462609,0,1,52,0,Doctor,4.0,Low,1.0,Cat_4,51-60
1085,462611,1,1,41,0,Executive,0.0,High,7.0,Cat_4,41-50
1086,462612,0,1,27,0,Doctor,1.0,High,6.0,Cat_4,18-30
1087,462613,0,1,39,0,Engineer,1.0,Average,5.0,Cat_4,31-40
1088,462615,1,0,32,0,Doctor,3.0,Low,7.0,Cat_4,31-40
1089,462617,1,0,19,0,Healthcare,1.0,Low,5.0,Cat_4,18-30
1090,462619,1,1,58,0,Other,1.0,High,2.0,Cat_4,51-60
1091,462625,1,0,30,1,Artist,1.0,Low,3.0,Cat_4,18-30
1092,462626,0,0,31,1,Engineer,0.0,Low,6.0,Cat_4,31-40
1093,462632,0,1,43,0,Engineer,1.0,Average,4.0,Cat_4,41-50
1094,462637,0,1,63,0,Marketing,1.0,Average,6.0,Cat_4,61-70
1095,462643,0,1,37,1,Engineer,1.0,Average,3.0,Cat_4,31-40
1096,462654,1,1,37,0,Artist,0.0,Average,6.0,Cat_4,31-40
1097,462658,0,1,31,1,Homemaker,9.0,Average,2.0,Un_cat,31-40
1098,462668,0,0,38,1,Artist,4.0,Low,1.0,Cat_6,31-40
1099,462669,0,1,41,1,Entertainment,1.0,High,6.0,Cat_6,41-50
1100,462678,0,1,45,1,Artist,3.0,Average,3.0,Cat_6,41-50
1101,462680,1,1,35,1,Doctor,1.0,Average,4.0,Cat_6,31-40
1102,462683,0,1,43,0,Engineer,1.0,Low,5.0,Cat_1,41-50
1103,462685,0,0,33,0,Healthcare,1.0,Low,3.0,Cat_4,31-40
1104,462687,1,0,26,0,Homemaker,14.0,Low,3.0,Cat_3,18-30
1105,462692,0,1,39,0,Artist,1.0,Average,2.0,Cat_6,31-40
1106,462696,1,1,49,0,Artist,1.0,High,2.0,Cat_6,41-50
1107,462697,1,1,47,0,Other,0.0,Average,2.0,Cat_6,41-50
1108,462702,1,1,53,0,Entertainment,1.0,Average,4.0,Cat_4,51-60
1109,462704,1,1,52,1,Executive,5.0,High,5.0,Cat_6,51-60
1110,462705,0,1,66,0,Lawyer,0.0,Average,2.0,Cat_6,61-70
1111,462716,1,0,26,0,Entertainment,6.0,Low,2.0,Cat_4,18-30
1112,462720,1,1,38,1,Marketing,1.0,Low,5.0,Cat_6,31-40
1113,462722,0,0,25,0,Homemaker,1.0,Low,4.0,Cat_6,18-30
1114,462723,0,1,53,0,Artist,8.0,Average,2.0,Cat_6,51-60
1115,462727,0,1,87,0,Lawyer,0.0,High,2.0,Cat_6,81-90
1116,462729,1,0,28,0,Healthcare,1.0,Low,2.0,Cat_6,18-30
1117,462731,0,1,37,1,Artist,7.0,High,3.0,Cat_6,31-40
1118,462732,0,1,42,1,Artist,1.0,Low,1.0,Cat_6,41-50
1119,462735,0,1,25,0,Artist,1.0,Average,2.0,Cat_1,18-30
1120,462736,0,1,33,0,Engineer,6.0,Low,3.0,Cat_6,31-40
1121,462738,0,0,33,1,Healthcare,1.0,Low,3.0,Cat_2,31-40
1122,462739,1,1,46,1,Artist,1.0,Low,2.0,Cat_6,41-50
1123,462743,1,0,33,0,Healthcare,2.0,Low,4.0,Cat_3,31-40
1124,462746,1,0,26,0,Entertainment,1.0,Low,3.0,Cat_6,18-30
1125,462747,1,0,32,0,Doctor,6.0,Low,4.0,Cat_6,31-40
1126,462752,0,0,25,0,Healthcare,1.0,Low,1.0,Cat_6,18-30
1127,462755,0,0,18,0,Healthcare,1.0,Low,2.0,Cat_6,18-30
1128,462756,0,0,22,0,Engineer,0.0,Low,4.0,Cat_6,18-30
1129,462761,1,0,19,0,Healthcare,2.0,Low,4.0,Cat_6,18-30
1130,462762,1,1,46,1,Artist,0.0,High,4.0,Cat_6,41-50
1131,462767,1,0,19,0,Healthcare,3.0,Low,4.0,Cat_6,18-30
1132,462768,1,1,45,1,Artist,0.0,Average,3.0,Cat_6,41-50
1133,462776,0,1,52,1,Engineer,1.0,Average,3.0,Cat_6,51-60
1134,462785,0,1,42,1,Engineer,1.0,Average,5.0,Cat_3,41-50
1135,462788,1,1,47,0,Entertainment,1.0,Average,3.0,Cat_3,41-50
1136,462792,1,1,45,0,Homemaker,1.0,Average,4.0,Cat_6,41-50
1137,462799,1,0,32,0,Healthcare,1.0,Low,2.0,Cat_5,31-40
1138,462804,1,1,41,0,Executive,5.0,High,3.0,Cat_4,41-50
1139,462807,0,0,28,1,Homemaker,1.0,Low,1.0,Cat_6,18-30
1140,462810,1,1,37,0,Executive,9.0,High,4.0,Cat_6,31-40
1141,462814,0,1,20,0,Engineer,8.0,Average,2.0,Cat_5,18-30
1142,462817,0,1,73,1,Lawyer,3.0,Low,1.0,Cat_6,71-80
1143,462819,1,1,51,1,Artist,0.0,Average,3.0,Cat_6,51-60
1144,462823,1,1,18,1,Engineer,1.0,Average,4.0,Cat_6,18-30
1145,462824,1,1,42,0,Engineer,1.0,Average,3.0,Cat_4,41-50
1146,462826,1,0,20,0,Healthcare,1.0,Low,3.0,Cat_3,18-30
1147,462827,0,0,23,0,Doctor,0.0,Low,3.0,Cat_3,18-30
1148,462834,1,1,31,1,Homemaker,2.0,Low,2.0,Cat_1,31-40
1149,462838,0,1,33,1,Homemaker,1.0,Low,3.0,Cat_5,31-40
1150,462841,1,0,21,0,Healthcare,9.0,Low,6.0,Cat_6,18-30
1151,462845,1,1,51,1,Doctor,5.0,Average,7.0,Cat_6,51-60
1152,462849,1,1,47,1,Artist,0.0,Average,4.0,Cat_6,41-50
1153,462850,1,0,20,0,Healthcare,0.0,Low,4.0,Cat_6,18-30
1154,462853,1,0,21,0,Healthcare,0.0,Low,2.0,Cat_6,18-30
1155,462854,1,0,22,0,Healthcare,1.0,Low,3.0,Cat_6,18-30
1156,462858,0,0,32,1,Engineer,9.0,Low,4.0,Cat_6,31-40
1157,462861,0,0,30,1,Healthcare,8.0,Low,1.0,Cat_6,18-30
1158,462866,1,1,61,1,Doctor,1.0,Low,1.0,Cat_6,61-70
1159,462868,1,1,43,0,Entertainment,0.0,Average,4.0,Cat_4,41-50
1160,462869,1,0,25,1,Doctor,8.0,Low,1.0,Cat_6,18-30
1161,462871,1,1,46,0,Entertainment,0.0,Average,3.0,Cat_6,41-50
1162,462872,0,1,53,0,Engineer,12.0,Low,2.0,Cat_3,51-60
1163,462874,1,1,55,1,Doctor,0.0,High,2.0,Cat_6,51-60
1164,462887,0,1,42,0,Engineer,0.0,Low,3.0,Cat_6,41-50
1165,462890,0,0,26,1,Marketing,11.0,Low,1.0,Cat_6,18-30
1166,462891,1,0,29,0,Healthcare,0.0,Low,3.0,Cat_6,18-30
1167,462894,1,1,39,1,Artist,4.0,Average,4.0,Cat_3,31-40
1168,462900,1,1,38,1,Artist,1.0,Average,3.0,Cat_6,31-40
1169,462903,1,1,69,1,Entertainment,1.0,Average,2.0,Cat_6,61-70
1170,462905,0,0,25,0,Artist,6.0,Low,3.0,Cat_6,18-30
1171,462914,0,0,26,1,Artist,4.0,Low,4.0,Cat_6,18-30
1172,462920,1,1,51,0,Executive,0.0,High,5.0,Cat_6,51-60
1173,462923,1,1,30,0,Homemaker,8.0,Average,2.0,Cat_6,18-30
1174,462925,0,1,28,0,Homemaker,1.0,Average,2.0,Cat_3,18-30
1175,462927,0,0,33,0,Homemaker,8.0,Low,2.0,Cat_6,31-40
1176,462936,0,0,41,1,Engineer,1.0,Low,1.0,Cat_6,41-50
1177,462941,1,0,71,0,Lawyer,1.0,Low,2.0,Cat_6,71-80
1178,462944,1,1,42,1,Executive,5.0,High,3.0,Cat_6,41-50
1179,462951,1,1,71,1,Lawyer,2.0,Low,1.0,Cat_6,71-80
1180,462956,1,1,35,0,Artist,6.0,Average,5.0,Cat_6,31-40
1181,462958,1,0,28,0,Marketing,0.0,Low,5.0,Cat_6,18-30
1182,462963,1,1,31,1,Artist,1.0,Average,2.0,Cat_3,31-40
1183,462966,1,1,43,1,Artist,2.0,Average,3.0,Cat_6,41-50
1184,462968,0,1,77,0,Lawyer,0.0,High,2.0,Cat_6,71-80
1185,462971,0,1,71,1,Engineer,0.0,Low,1.0,Cat_6,71-80
1186,462976,0,1,47,1,Engineer,0.0,Average,2.0,Cat_6,41-50
1187,462981,0,0,26,0,Homemaker,9.0,Low,1.0,Cat_6,18-30
1188,462982,1,1,40,0,Doctor,4.0,Average,4.0,Cat_6,31-40
1189,462983,0,1,72,1,Lawyer,0.0,High,2.0,Cat_6,71-80
1190,462984,0,1,73,1,Artist,1.0,High,2.0,Cat_6,71-80
1191,462986,1,0,26,1,Healthcare,1.0,Low,6.0,Cat_3,18-30
1192,462992,0,1,57,1,Engineer,1.0,High,3.0,Cat_3,51-60
1193,462993,1,1,30,0,Artist,1.0,Average,3.0,Cat_6,18-30
1194,462994,0,1,36,0,Artist,1.0,Average,3.0,Cat_6,31-40
1195,462998,1,1,52,0,Entertainment,10.0,Average,4.0,Cat_6,51-60
1196,463003,1,1,42,1,Artist,3.0,Average,2.0,Cat_6,41-50
1197,463012,1,1,52,0,Engineer,1.0,Low,1.0,Cat_6,51-60
1198,463020,1,1,28,1,Artist,0.0,Average,3.0,Cat_1,18-30
1199,463023,0,1,43,0,Homemaker,7.0,Low,1.0,Cat_6,41-50
1200,463024,1,0,43,1,Artist,1.0,Low,1.0,Cat_6,41-50
1201,463028,1,0,25,0,Doctor,0.0,Low,4.0,Cat_6,18-30
1202,463030,1,1,52,1,Executive,1.0,High,3.0,Cat_6,51-60
1203,463034,0,0,28,1,Homemaker,9.0,Low,1.0,Cat_6,18-30
1204,463037,1,1,56,1,Entertainment,0.0,Average,4.0,Cat_6,51-60
1205,463039,1,1,38,0,Executive,12.0,High,7.0,Cat_6,31-40
1206,463040,1,1,83,0,Lawyer,1.0,High,2.0,Cat_6,81-90
1207,463044,1,1,82,1,Lawyer,1.0,High,2.0,Cat_6,81-90
1208,463047,1,1,32,1,Homemaker,8.0,Low,2.0,Cat_6,31-40
1209,463051,0,0,35,1,Homemaker,12.0,Low,1.0,Cat_6,31-40
1210,463052,1,1,40,1,Marketing,0.0,Low,2.0,Cat_6,31-40
1211,463058,0,0,25,1,Homemaker,13.0,Low,1.0,Un_cat,18-30
1212,463062,0,1,39,1,Artist,1.0,Average,3.0,Cat_6,31-40
1213,463069,1,0,25,1,Artist,7.0,Low,1.0,Cat_6,18-30
1214,463075,1,1,52,1,Artist,0.0,Low,4.0,Cat_6,51-60
1215,463080,1,0,33,0,Artist,0.0,Low,4.0,Cat_5,31-40
1216,463083,1,0,28,1,Artist,6.0,Low,3.0,Cat_6,18-30
1217,463085,0,0,43,1,Artist,0.0,Low,1.0,Cat_6,41-50
1218,463086,1,0,30,1,Artist,8.0,Low,2.0,Cat_5,18-30
1219,463088,0,1,84,1,Lawyer,1.0,High,2.0,Cat_6,81-90
1220,463089,1,1,48,1,Executive,6.0,High,4.0,Cat_6,41-50
1221,463090,0,1,55,0,Engineer,3.0,Average,2.0,Cat_6,51-60
1222,463091,0,1,37,1,Homemaker,8.0,Low,1.0,Cat_6,31-40
1223,463094,1,1,38,1,Engineer,11.0,Average,3.0,Cat_6,31-40
1224,463096,0,0,28,1,Doctor,1.0,Low,3.0,Cat_6,18-30
1225,463099,1,1,86,1,Lawyer,1.0,Low,1.0,Cat_6,81-90
1226,463100,0,0,35,0,Homemaker,9.0,Low,1.0,Cat_6,31-40
1227,463102,1,0,35,0,Entertainment,0.0,Low,2.0,Cat_6,31-40
1228,463104,0,1,46,0,Lawyer,0.0,Low,1.0,Cat_6,41-50
1229,463106,0,1,79,1,Lawyer,0.0,Low,1.0,Cat_6,71-80
1230,463108,1,1,63,1,Lawyer,5.0,High,2.0,Cat_6,61-70
1231,463118,0,1,50,1,Doctor,1.0,High,3.0,Cat_6,41-50
1232,463120,0,0,35,1,Entertainment,0.0,Low,1.0,Cat_6,31-40
1233,463129,1,1,65,0,Doctor,1.0,Low,1.0,Cat_6,61-70
1234,463133,1,1,50,0,Artist,0.0,Average,4.0,Cat_6,41-50
1235,463138,0,0,27,0,Homemaker,1.0,Low,2.0,Cat_3,18-30
1236,463144,1,1,45,1,Executive,0.0,High,3.0,Cat_6,41-50
1237,463145,0,0,36,1,Homemaker,0.0,Low,4.0,Cat_6,31-40
1238,463146,1,1,43,0,Entertainment,11.0,Average,2.0,Cat_6,41-50
1239,463148,1,1,62,1,Marketing,1.0,High,5.0,Cat_6,61-70
1240,463149,1,1,57,1,Artist,2.0,Average,2.0,Cat_6,51-60
1241,463150,1,0,51,0,Marketing,9.0,Low,1.0,Cat_6,51-60
1242,463151,1,1,59,1,Artist,0.0,Low,1.0,Cat_3,51-60
1243,463154,0,1,27,0,Artist,0.0,Low,4.0,Cat_6,18-30
1244,463156,0,1,83,0,Lawyer,1.0,High,2.0,Cat_6,81-90
1245,463157,1,1,50,1,Entertainment,6.0,Low,3.0,Cat_6,41-50
1246,463158,1,1,75,1,Executive,1.0,High,3.0,Cat_6,71-80
1247,463163,1,0,28,0,Executive,2.0,Low,2.0,Cat_3,18-30
1248,463164,1,1,39,1,Artist,9.0,Average,2.0,Cat_6,31-40
1249,463165,0,1,69,1,Doctor,0.0,Average,2.0,Cat_6,61-70
1250,463166,0,0,41,1,Artist,1.0,Low,1.0,Cat_4,41-50
1251,463170,0,0,28,1,Healthcare,0.0,Low,5.0,Cat_3,18-30
1252,463171,0,1,39,0,Entertainment,1.0,High,3.0,Cat_3,31-40
1253,463173,1,0,47,1,Artist,0.0,Low,1.0,Cat_3,41-50
1254,463174,0,1,62,1,Engineer,1.0,Low,1.0,Cat_3,61-70
1255,463175,0,1,41,0,Engineer,0.0,Low,4.0,Cat_3,41-50
1256,463181,1,1,49,1,Doctor,5.0,Average,3.0,Cat_5,41-50
1257,463187,0,1,52,1,Artist,8.0,Low,2.0,Cat_6,51-60
1258,463192,0,1,48,0,Entertainment,2.0,Average,2.0,Cat_4,41-50
1259,463195,0,0,26,1,Healthcare,7.0,Low,2.0,Cat_3,18-30
1260,463196,0,1,72,1,Engineer,1.0,Low,1.0,Cat_6,71-80
1261,463199,0,1,47,1,Artist,0.0,Low,3.0,Cat_4,41-50
1262,463201,0,0,19,0,Healthcare,1.0,Low,2.0,Cat_4,18-30
1263,463203,0,0,21,0,Healthcare,1.0,Low,3.0,Cat_7,18-30
1264,463204,1,0,39,0,Entertainment,1.0,Low,1.0,Cat_6,31-40
1265,463209,0,0,52,1,Artist,0.0,Low,1.0,Cat_6,51-60
1266,463218,1,1,37,0,Entertainment,8.0,Average,3.0,Cat_6,31-40
1267,463219,1,1,51,0,Entertainment,0.0,Low,2.0,Cat_6,51-60
1268,463220,1,1,48,0,Engineer,1.0,Average,3.0,Cat_6,41-50
1269,463221,1,0,22,0,Healthcare,1.0,Low,3.0,Cat_6,18-30
1270,463224,1,1,47,1,Executive,1.0,High,4.0,Cat_6,41-50
1271,463240,0,1,45,0,Engineer,0.0,Average,3.0,Cat_6,41-50
1272,463242,0,0,29,0,Engineer,5.0,Low,2.0,Cat_6,18-30
1273,463244,0,1,47,0,Doctor,1.0,Low,1.0,Cat_6,41-50
1274,463245,1,1,41,1,Entertainment,8.0,Average,2.0,Cat_6,41-50
1275,463248,0,1,32,0,Homemaker,9.0,Average,4.0,Cat_2,31-40
1276,463251,1,1,31,0,Marketing,2.0,Low,3.0,Cat_6,31-40
1277,463256,1,0,20,0,Marketing,1.0,Low,3.0,Cat_6,18-30
1278,463258,0,1,46,1,Artist,0.0,Average,3.0,Cat_6,41-50
1279,463260,1,1,70,1,Lawyer,3.0,Low,1.0,Cat_6,61-70
1280,463265,1,1,65,1,Artist,1.0,Average,3.0,Cat_6,61-70
1281,463266,0,1,68,1,Artist,1.0,Average,2.0,Cat_6,61-70
1282,463267,1,1,29,0,Homemaker,9.0,Low,1.0,Cat_4,18-30
1283,463269,1,1,41,1,Entertainment,3.0,Average,2.0,Cat_3,41-50
1284,463270,1,1,50,0,Executive,0.0,Low,5.0,Un_cat,41-50
1285,463273,1,1,38,1,Entertainment,9.0,Average,2.0,Cat_3,31-40
1286,463276,1,1,37,0,Executive,1.0,Average,2.0,Cat_3,31-40
1287,463277,0,1,30,0,Engineer,6.0,Low,2.0,Cat_3,18-30
1288,463278,0,1,63,1,Engineer,1.0,Low,1.0,Cat_3,61-70
1289,463280,1,1,42,1,Artist,6.0,Average,2.0,Cat_3,41-50
1290,463292,1,1,41,0,Executive,0.0,High,3.0,Cat_6,41-50
1291,463302,0,1,60,1,Engineer,1.0,High,4.0,Cat_6,51-60
1292,463308,1,1,46,1,Engineer,1.0,Low,2.0,Cat_3,41-50
1293,463316,0,1,83,0,Lawyer,0.0,High,2.0,Cat_6,81-90
1294,463323,1,1,27,1,Healthcare,3.0,Low,2.0,Cat_6,18-30
1295,463324,0,0,22,0,Healthcare,1.0,Low,4.0,Cat_2,18-30
1296,463330,1,0,20,0,Healthcare,0.0,Low,4.0,Cat_6,18-30
1297,463332,0,1,40,1,Engineer,0.0,Low,2.0,Cat_6,31-40
1298,463334,0,0,28,1,Doctor,0.0,Low,6.0,Cat_4,18-30
1299,463335,1,0,28,1,Doctor,1.0,Low,1.0,Cat_4,18-30
1300,463338,1,1,28,0,Entertainment,0.0,Low,2.0,Cat_3,18-30
1301,463340,0,0,20,0,Healthcare,0.0,Low,4.0,Cat_3,18-30
1302,463341,0,1,53,0,Engineer,0.0,Average,6.0,Cat_3,51-60
1303,463348,0,1,35,1,Doctor,0.0,Low,2.0,Cat_6,31-40
1304,463351,0,0,21,1,Healthcare,3.0,Low,4.0,Cat_5,18-30
1305,463356,1,0,30,1,Healthcare,6.0,Low,4.0,Cat_2,18-30
1306,463360,0,1,46,1,Artist,2.0,Low,1.0,Cat_6,41-50
1307,463367,0,0,36,1,Engineer,3.0,Low,4.0,Cat_2,31-40
1308,463368,0,1,38,1,Artist,4.0,High,3.0,Cat_2,31-40
1309,463372,0,1,26,0,Marketing,1.0,Average,2.0,Un_cat,18-30
1310,463375,0,1,45,1,Doctor,1.0,Low,1.0,Cat_4,41-50
1311,463376,0,1,46,1,Executive,5.0,High,2.0,Cat_6,41-50
1312,463378,1,0,25,1,Doctor,0.0,Low,1.0,Cat_3,18-30
1313,463379,1,0,27,0,Marketing,0.0,Low,7.0,Cat_6,18-30
1314,463386,0,1,42,1,Doctor,6.0,Low,1.0,Cat_3,41-50
1315,463387,1,0,20,0,Marketing,3.0,Low,2.0,Cat_3,18-30
1316,463391,1,1,55,1,Doctor,6.0,Low,1.0,Cat_3,51-60
1317,463395,1,0,25,0,Marketing,1.0,Low,1.0,Cat_6,18-30
1318,463404,1,1,27,0,Doctor,1.0,High,2.0,Cat_3,18-30
1319,463406,1,0,31,0,Marketing,0.0,Low,4.0,Cat_3,31-40
1320,463409,0,1,38,0,Entertainment,6.0,Average,5.0,Cat_2,31-40
1321,463411,1,1,43,1,Entertainment,1.0,Average,2.0,Cat_6,41-50
1322,463420,0,1,59,1,Artist,2.0,High,3.0,Cat_6,51-60
1323,463423,1,1,61,0,Executive,1.0,Average,3.0,Cat_6,61-70
1324,463427,0,1,27,1,Engineer,1.0,Low,2.0,Cat_6,18-30
1325,463428,1,1,26,0,Executive,1.0,High,5.0,Cat_6,18-30
1326,463431,1,1,39,1,Artist,1.0,Average,4.0,Cat_4,31-40
1327,463437,1,1,51,1,Artist,0.0,Average,3.0,Cat_6,51-60
1328,463438,1,1,47,0,Entertainment,0.0,Average,3.0,Cat_6,41-50
1329,463443,1,1,52,1,Artist,1.0,Average,4.0,Cat_6,51-60
1330,463444,1,1,59,1,Lawyer,1.0,High,2.0,Cat_6,51-60
1331,463447,1,1,57,0,Engineer,1.0,Average,2.0,Cat_6,51-60
1332,463452,0,1,86,1,Lawyer,1.0,High,2.0,Cat_6,81-90
1333,463460,1,1,49,1,Artist,1.0,Average,2.0,Cat_6,41-50
1334,463461,1,0,30,0,Doctor,1.0,Low,4.0,Cat_4,18-30
1335,463462,0,1,43,0,Engineer,0.0,Average,4.0,Cat_6,41-50
1336,463470,1,0,19,0,Healthcare,1.0,Low,5.0,Cat_2,18-30
1337,463472,1,0,20,0,Healthcare,1.0,Low,4.0,Cat_6,18-30
1338,463473,1,0,19,0,Healthcare,1.0,Low,3.0,Cat_6,18-30
1339,463475,0,1,43,1,Doctor,0.0,Low,1.0,Cat_6,41-50
1340,463477,1,0,31,0,Healthcare,0.0,Low,4.0,Cat_4,31-40
1341,463483,1,1,30,0,Executive,1.0,High,2.0,Cat_6,18-30
1342,463491,1,1,27,1,Doctor,8.0,Average,3.0,Cat_6,18-30
1343,463493,1,1,36,1,Executive,1.0,High,4.0,Cat_6,31-40
1344,463499,1,1,47,1,Executive,0.0,Low,2.0,Cat_6,41-50
1345,463500,1,1,35,1,Executive,1.0,High,4.0,Cat_6,31-40
1346,463503,1,1,25,1,Entertainment,0.0,Low,2.0,Cat_7,18-30
1347,463508,0,1,25,0,Artist,0.0,Low,3.0,Cat_6,18-30
1348,463509,1,0,38,0,Artist,1.0,Low,1.0,Cat_3,31-40
1349,463512,0,0,32,0,Engineer,0.0,Low,3.0,Cat_6,31-40
1350,463516,1,1,48,0,Executive,1.0,High,6.0,Cat_6,41-50
1351,463527,0,0,38,0,Artist,10.0,Low,1.0,Cat_6,31-40
1352,463528,1,1,70,0,Executive,1.0,High,2.0,Cat_6,61-70
1353,463529,1,0,42,1,Marketing,1.0,Low,1.0,Cat_6,41-50
1354,463533,0,1,85,1,Artist,1.0,High,2.0,Cat_2,81-90
1355,463537,0,0,25,1,Healthcare,1.0,Low,3.0,Cat_6,18-30
1356,463545,0,0,31,1,Doctor,1.0,Low,2.0,Cat_4,31-40
1357,463548,0,0,20,0,Healthcare,3.0,Low,4.0,Cat_4,18-30
1358,463550,0,1,37,1,Artist,0.0,Average,2.0,Cat_4,31-40
1359,463553,1,0,33,1,Artist,8.0,Low,2.0,Cat_6,31-40
1360,463554,0,0,52,0,Artist,5.0,Low,1.0,Cat_6,51-60
1361,463557,1,0,26,1,Doctor,0.0,Low,3.0,Cat_6,18-30
1362,463560,0,0,21,0,Healthcare,9.0,Low,5.0,Cat_4,18-30
1363,463561,0,0,42,1,Engineer,0.0,Low,1.0,Cat_6,41-50
1364,463566,0,1,35,1,Homemaker,1.0,Average,4.0,Cat_2,31-40
1365,463572,1,1,39,1,Artist,0.0,Average,4.0,Cat_6,31-40
1366,463577,0,1,41,1,Doctor,1.0,Average,2.0,Cat_6,41-50
1367,463586,0,0,18,0,Healthcare,1.0,Low,5.0,Cat_6,18-30
1368,463588,1,0,22,0,Healthcare,0.0,Low,1.0,Cat_6,18-30
1369,463598,0,1,25,0,Engineer,2.0,Low,2.0,Cat_6,18-30
1370,463601,0,0,20,0,Healthcare,4.0,Low,5.0,Un_cat,18-30
1371,463603,0,0,18,0,Entertainment,0.0,Low,4.0,Cat_2,18-30
1372,463605,0,0,20,0,Healthcare,1.0,Low,5.0,Cat_5,18-30
1373,463606,1,0,21,0,Marketing,0.0,Low,4.0,Cat_2,18-30
1374,463614,0,0,25,0,Healthcare,1.0,Low,4.0,Cat_3,18-30
1375,463615,0,1,60,1,Artist,1.0,Average,2.0,Cat_6,51-60
1376,463616,0,1,46,0,Engineer,0.0,Average,5.0,Cat_3,41-50
1377,463619,1,1,68,0,Executive,1.0,High,2.0,Cat_6,61-70
1378,463620,1,0,21,0,Healthcare,1.0,Low,4.0,Cat_2,18-30
1379,463623,1,0,27,1,Doctor,0.0,Low,3.0,Cat_6,18-30
1380,463624,1,1,59,1,Executive,1.0,High,4.0,Cat_6,51-60
1381,463628,0,0,26,1,Artist,8.0,Low,1.0,Cat_6,18-30
1382,463632,1,1,26,1,Artist,0.0,Average,2.0,Cat_6,18-30
1383,463638,0,1,32,0,Doctor,1.0,Average,2.0,Cat_7,31-40
1384,463639,1,0,33,0,Healthcare,0.0,Low,6.0,Cat_6,31-40
1385,463640,1,0,28,1,Healthcare,0.0,Low,3.0,Cat_6,18-30
1386,463644,0,0,30,1,Healthcare,0.0,Low,3.0,Cat_7,18-30
1387,463652,0,0,32,1,Artist,1.0,Low,1.0,Cat_6,31-40
1388,463654,0,0,41,0,Engineer,3.0,Low,3.0,Cat_3,41-50
1389,463655,1,1,42,1,Artist,13.0,Low,2.0,Cat_6,41-50
1390,463661,0,1,45,1,Doctor,1.0,Average,4.0,Cat_6,41-50
1391,463663,0,0,39,1,Other,1.0,Low,2.0,Cat_6,31-40
1392,463664,0,0,29,0,Engineer,0.0,Low,1.0,Cat_6,18-30
1393,463665,1,1,46,1,Entertainment,1.0,Average,3.0,Cat_6,41-50
1394,463669,0,1,26,1,Marketing,5.0,High,4.0,Cat_2,18-30
1395,463670,0,0,26,1,Healthcare,1.0,Low,4.0,Cat_6,18-30
1396,463689,0,1,41,1,Doctor,1.0,Low,2.0,Cat_6,41-50
1397,463699,0,1,38,1,Marketing,9.0,Low,3.0,Cat_6,31-40
1398,463703,1,1,69,0,Executive,1.0,High,4.0,Cat_6,61-70
1399,463704,1,0,46,1,Artist,0.0,Low,2.0,Cat_6,41-50
1400,463707,0,0,40,0,Artist,0.0,Low,1.0,Cat_5,31-40
1401,463713,1,0,25,0,Engineer,9.0,Low,3.0,Cat_4,18-30
1402,463714,1,1,59,0,Other,1.0,Average,2.0,Cat_4,51-60
1403,463716,1,0,26,0,Doctor,1.0,Low,4.0,Cat_6,18-30
1404,463718,0,0,33,1,Artist,0.0,Low,4.0,Cat_6,31-40
1405,463722,1,1,56,1,Executive,8.0,High,2.0,Cat_6,51-60
1406,463724,1,0,30,0,Healthcare,0.0,Low,5.0,Cat_4,18-30
1407,463726,0,0,26,0,Healthcare,0.0,Low,3.0,Cat_6,18-30
1408,463727,0,0,28,0,Doctor,0.0,Low,5.0,Cat_3,18-30
1409,463728,0,1,28,0,Doctor,0.0,Average,6.0,Cat_6,18-30
1410,463732,1,0,20,0,Healthcare,1.0,Low,4.0,Cat_6,18-30
1411,463734,1,1,41,0,Executive,1.0,Average,3.0,Cat_6,41-50
1412,463741,1,1,37,1,Artist,0.0,High,3.0,Cat_6,31-40
1413,463745,1,1,59,1,Artist,1.0,Average,3.0,Cat_3,51-60
1414,463747,0,1,43,1,Artist,0.0,Average,2.0,Cat_6,41-50
1415,463748,1,0,20,0,Healthcare,1.0,Low,3.0,Cat_6,18-30
1416,463753,0,0,30,1,Healthcare,1.0,Low,5.0,Cat_2,18-30
1417,463756,1,1,66,0,Executive,0.0,Average,2.0,Cat_6,61-70
1418,463761,1,1,28,1,Artist,1.0,Average,3.0,Cat_6,18-30
1419,463764,1,1,49,1,Entertainment,0.0,Average,3.0,Cat_6,41-50
1420,463766,0,1,61,1,Artist,0.0,Average,3.0,Un_cat,61-70
1421,463767,1,1,27,1,Artist,9.0,Average,2.0,Cat_6,18-30
